T,P_sat,rho_l,rho_g,Cp_l,Cp_g,lambda,k_l,k_g,mu_l,mu_g
297.95,128720,1263.3,7.1435,1243.1,832,191870,0.075113,0.010483,0.00047041,0.000011056
298,128950,1263.2,7.1556,1243.1,832.11,191840,0.0751,0.010487,0.0004701,0.000011058
298.05,129180,1263,7.1678,1243.2,832.22,191820,0.075086,0.010491,0.00046979,0.00001106
298.1,129420,1262.9,7.1799,1243.2,832.32,191790,0.075072,0.010494,0.00046947,0.000011061
298.15,129650,1262.8,7.1921,1243.3,832.43,191760,0.075059,0.010498,0.00046916,0.000011063
298.2,129880,1262.7,7.2043,1243.3,832.53,191740,0.075045,0.010502,0.00046885,0.000011065
298.25,130120,1262.6,7.2165,1243.4,832.64,191710,0.075031,0.010506,0.00046854,0.000011067
298.3,130350,1262.4,7.2288,1243.4,832.74,191680,0.075018,0.01051,0.00046823,0.000011069
298.35,130580,1262.3,7.241,1243.5,832.85,191650,0.075004,0.010514,0.00046792,0.00001107
298.4,130820,1262.2,7.2533,1243.5,832.96,191630,0.074991,0.010517,0.00046761,0.000011072
298.45,131050,1262.1,7.2656,1243.6,833.06,191600,0.074977,0.010521,0.0004673,0.000011074
298.5,131290,1262,7.2779,1243.6,833.17,191570,0.074963,0.010525,0.00046699,0.000011076
298.55,131520,1261.8,7.2902,1243.7,833.28,191550,0.07495,0.010529,0.00046668,0.000011078
298.6,131760,1261.7,7.3025,1243.7,833.38,191520,0.074936,0.010533,0.00046637,0.000011079
298.65,131990,1261.6,7.3148,1243.8,833.49,191490,0.074923,0.010536,0.00046606,0.000011081
298.7,132230,1261.5,7.3272,1243.8,833.59,191460,0.074909,0.01054,0.00046575,0.000011083
298.75,132460,1261.3,7.3396,1243.9,833.7,191440,0.074895,0.010544,0.00046544,0.000011085
298.8,132700,1261.2,7.352,1243.9,833.81,191410,0.074882,0.010548,0.00046514,0.000011087
298.85,132940,1261.1,7.3644,1243.9,833.91,191380,0.074868,0.010552,0.00046483,0.000011088
298.9,133180,1261,7.3768,1244,834.02,191360,0.074855,0.010555,0.00046452,0.00001109
298.95,133410,1260.9,7.3892,1244,834.13,191330,0.074841,0.010559,0.00046421,0.000011092
299,133650,1260.7,7.4017,1244.1,834.23,191300,0.074827,0.010563,0.00046391,0.000011094
299.05,133890,1260.6,7.4142,1244.1,834.34,191270,0.074814,0.010567,0.0004636,0.000011096
299.1,134130,1260.5,7.4267,1244.2,834.45,191250,0.0748,0.010571,0.00046329,0.000011097
299.15,134370,1260.4,7.4392,1244.2,834.55,191220,0.074787,0.010575,0.00046299,0.000011099
299.2,134610,1260.3,7.4517,1244.3,834.66,191190,0.074773,0.010578,0.00046268,0.000011101
299.25,134850,1260.1,7.4642,1244.3,834.77,191170,0.07476,0.010582,0.00046238,0.000011103
299.3,135090,1260,7.4768,1244.4,834.87,191140,0.074746,0.010586,0.00046207,0.000011105
299.35,135330,1259.9,7.4894,1244.4,834.98,191110,0.074733,0.01059,0.00046177,0.000011107
299.4,135570,1259.8,7.502,1244.5,835.09,191090,0.074719,0.010594,0.00046146,0.000011108
299.45,135810,1259.6,7.5146,1244.5,835.19,191060,0.074705,0.010598,0.00046116,0.00001111
299.5,136050,1259.5,7.5272,1244.6,835.3,191030,0.074692,0.010601,0.00046085,0.000011112
299.55,136290,1259.4,7.5398,1244.6,835.41,191000,0.074678,0.010605,0.00046055,0.000011114
299.6,136530,1259.3,7.5525,1244.7,835.51,190980,0.074665,0.010609,0.00046025,0.000011116
299.65,136780,1259.2,7.5652,1244.7,835.62,190950,0.074651,0.010613,0.00045994,0.000011117
299.7,137020,1259,7.5778,1244.8,835.73,190920,0.074638,0.010617,0.00045964,0.000011119
299.75,137260,1258.9,7.5905,1244.8,835.84,190890,0.074624,0.01062,0.00045934,0.000011121
299.8,137500,1258.8,7.6033,1244.9,835.94,190870,0.074611,0.010624,0.00045904,0.000011123
299.85,137750,1258.7,7.616,1244.9,836.05,190840,0.074597,0.010628,0.00045873,0.000011125
299.9,137990,1258.6,7.6288,1245,836.16,190810,0.074584,0.010632,0.00045843,0.000011126
299.95,138240,1258.4,7.6415,1245,836.27,190790,0.07457,0.010636,0.00045813,0.000011128
300,138480,1258.3,7.6543,1245.1,836.37,190760,0.074556,0.01064,0.00045783,0.00001113
300.05,138730,1258.2,7.6671,1245.1,836.48,190730,0.074543,0.010643,0.00045753,0.000011132
300.1,138970,1258.1,7.68,1245.2,836.59,190700,0.074529,0.010647,0.00045723,0.000011134
300.15,139220,1257.9,7.6928,1245.2,836.7,190680,0.074516,0.010651,0.00045693,0.000011135
300.2,139460,1257.8,7.7057,1245.3,836.8,190650,0.074502,0.010655,0.00045663,0.000011137
300.25,139710,1257.7,7.7185,1245.3,836.91,190620,0.074489,0.010659,0.00045633,0.000011139
300.3,139960,1257.6,7.7314,1245.4,837.02,190600,0.074475,0.010663,0.00045603,0.000011141
300.35,140200,1257.5,7.7443,1245.4,837.13,190570,0.074462,0.010666,0.00045573,0.000011143
300.4,140450,1257.3,7.7573,1245.5,837.23,190540,0.074448,0.01067,0.00045543,0.000011144
300.45,140700,1257.2,7.7702,1245.5,837.34,190510,0.074435,0.010674,0.00045513,0.000011146
300.5,140950,1257.1,7.7831,1245.6,837.45,190490,0.074421,0.010678,0.00045483,0.000011148
300.55,141190,1257,7.7961,1245.6,837.56,190460,0.074408,0.010682,0.00045454,0.00001115
300.6,141440,1256.9,7.8091,1245.7,837.67,190430,0.074394,0.010686,0.00045424,0.000011152
300.65,141690,1256.7,7.8221,1245.7,837.77,190410,0.074381,0.010689,0.00045394,0.000011154
300.7,141940,1256.6,7.8352,1245.8,837.88,190380,0.074367,0.010693,0.00045364,0.000011155
300.75,142190,1256.5,7.8482,1245.8,837.99,190350,0.074354,0.010697,0.00045335,0.000011157
300.8,142440,1256.4,7.8613,1245.9,838.1,190320,0.074341,0.010701,0.00045305,0.000011159
300.85,142690,1256.2,7.8743,1245.9,838.21,190300,0.074327,0.010705,0.00045275,0.000011161
300.9,142940,1256.1,7.8874,1246,838.31,190270,0.074314,0.010709,0.00045246,0.000011163
300.95,143190,1256,7.9005,1246,838.42,190240,0.0743,0.010712,0.00045216,0.000011164
301,143450,1255.9,7.9137,1246.1,838.53,190210,0.074287,0.010716,0.00045186,0.000011166
301.05,143700,1255.8,7.9268,1246.1,838.64,190190,0.074273,0.01072,0.00045157,0.000011168
301.1,143950,1255.6,7.94,1246.2,838.75,190160,0.07426,0.010724,0.00045127,0.00001117
301.15,144200,1255.5,7.9531,1246.2,838.86,190130,0.074246,0.010728,0.00045098,0.000011172
301.2,144450,1255.4,7.9663,1246.3,838.96,190110,0.074233,0.010732,0.00045068,0.000011173
301.25,144710,1255.3,7.9796,1246.3,839.07,190080,0.074219,0.010735,0.00045039,0.000011175
301.3,144960,1255.1,7.9928,1246.4,839.18,190050,0.074206,0.010739,0.0004501,0.000011177
301.35,145220,1255,8.006,1246.4,839.29,190020,0.074192,0.010743,0.0004498,0.000011179
301.4,145470,1254.9,8.0193,1246.5,839.4,190000,0.074179,0.010747,0.00044951,0.000011181
301.45,145720,1254.8,8.0326,1246.5,839.51,189970,0.074166,0.010751,0.00044922,0.000011182
301.5,145980,1254.7,8.0459,1246.6,839.62,189940,0.074152,0.010755,0.00044892,0.000011184
301.55,146230,1254.5,8.0592,1246.6,839.73,189910,0.074139,0.010759,0.00044863,0.000011186
301.6,146490,1254.4,8.0725,1246.7,839.83,189890,0.074125,0.010762,0.00044834,0.000011188
301.65,146750,1254.3,8.0859,1246.7,839.94,189860,0.074112,0.010766,0.00044805,0.00001119
301.7,147000,1254.2,8.0993,1246.8,840.05,189830,0.074098,0.01077,0.00044775,0.000011191
301.75,147260,1254,8.1126,1246.8,840.16,189800,0.074085,0.010774,0.00044746,0.000011193
301.8,147520,1253.9,8.126,1246.9,840.27,189780,0.074072,0.010778,0.00044717,0.000011195
301.85,147770,1253.8,8.1395,1246.9,840.38,189750,0.074058,0.010782,0.00044688,0.000011197
301.9,148030,1253.7,8.1529,1247,840.49,189720,0.074045,0.010785,0.00044659,0.000011199
301.95,148290,1253.6,8.1664,1247,840.6,189700,0.074031,0.010789,0.0004463,0.000011201
302,148550,1253.4,8.1798,1247.1,840.71,189670,0.074018,0.010793,0.00044601,0.000011202
302.05,148810,1253.3,8.1933,1247.1,840.82,189640,0.074004,0.010797,0.00044572,0.000011204
302.1,149060,1253.2,8.2068,1247.2,840.92,189610,0.073991,0.010801,0.00044543,0.000011206
302.15,149320,1253.1,8.2203,1247.2,841.03,189590,0.073978,0.010805,0.00044514,0.000011208
302.2,149580,1252.9,8.2339,1247.3,841.14,189560,0.073964,0.010809,0.00044485,0.00001121
302.25,149840,1252.8,8.2474,1247.3,841.25,189530,0.073951,0.010812,0.00044456,0.000011211
302.3,150100,1252.7,8.261,1247.4,841.36,189500,0.073937,0.010816,0.00044427,0.000011213
302.35,150370,1252.6,8.2746,1247.4,841.47,189480,0.073924,0.01082,0.00044398,0.000011215
302.4,150630,1252.4,8.2882,1247.5,841.58,189450,0.073911,0.010824,0.0004437,0.000011217
302.45,150890,1252.3,8.3019,1247.5,841.69,189420,0.073897,0.010828,0.00044341,0.000011219
302.5,151150,1252.2,8.3155,1247.6,841.8,189390,0.073884,0.010832,0.00044312,0.00001122
302.55,151410,1252.1,8.3292,1247.6,841.91,189370,0.073871,0.010836,0.00044283,0.000011222
302.6,151680,1252,8.3429,1247.7,842.02,189340,0.073857,0.010839,0.00044255,0.000011224
302.65,151940,1251.8,8.3566,1247.7,842.13,189310,0.073844,0.010843,0.00044226,0.000011226
302.7,152200,1251.7,8.3703,1247.8,842.24,189280,0.07383,0.010847,0.00044197,0.000011228
302.75,152460,1251.6,8.384,1247.8,842.35,189260,0.073817,0.010851,0.00044169,0.00001123
302.8,152730,1251.5,8.3978,1247.9,842.46,189230,0.073804,0.010855,0.0004414,0.000011231
302.85,152990,1251.3,8.4115,1247.9,842.57,189200,0.07379,0.010859,0.00044111,0.000011233
302.9,153260,1251.2,8.4253,1248,842.68,189170,0.073777,0.010863,0.00044083,0.000011235
302.95,153520,1251.1,8.4391,1248,842.79,189150,0.073764,0.010866,0.00044054,0.000011237
303,153790,1251,8.4529,1248.1,842.9,189120,0.07375,0.01087,0.00044026,0.000011239
303.05,154050,1250.9,8.4668,1248.2,843.01,189090,0.073737,0.010874,0.00043997,0.00001124
303.1,154320,1250.7,8.4806,1248.2,843.12,189060,0.073724,0.010878,0.00043969,0.000011242
303.15,154590,1250.6,8.4945,1248.3,843.23,189040,0.07371,0.010882,0.0004394,0.000011244
303.2,154850,1250.5,8.5084,1248.3,843.34,189010,0.073697,0.010886,0.00043912,0.000011246
303.25,155120,1250.4,8.5223,1248.4,843.45,188980,0.073683,0.01089,0.00043884,0.000011248
303.3,155390,1250.2,8.5363,1248.4,843.56,188950,0.07367,0.010893,0.00043855,0.000011249
303.35,155660,1250.1,8.5502,1248.5,843.67,188930,0.073657,0.010897,0.00043827,0.000011251
303.4,155920,1250,8.5642,1248.5,843.78,188900,0.073643,0.010901,0.00043799,0.000011253
303.45,156190,1249.9,8.5782,1248.6,843.89,188870,0.07363,0.010905,0.0004377,0.000011255
303.5,156460,1249.7,8.5922,1248.6,844,188840,0.073617,0.010909,0.00043742,0.000011257
303.55,156730,1249.6,8.6062,1248.7,844.11,188820,0.073603,0.010913,0.00043714,0.000011258
303.6,157000,1249.5,8.6202,1248.7,844.22,188790,0.07359,0.010917,0.00043686,0.00001126
303.65,157270,1249.4,8.6343,1248.8,844.33,188760,0.073577,0.010921,0.00043657,0.000011262
303.7,157540,1249.3,8.6483,1248.8,844.45,188730,0.073564,0.010924,0.00043629,0.000011264
303.75,157810,1249.1,8.6624,1248.9,844.56,188710,0.07355,0.010928,0.00043601,0.000011266
303.8,158080,1249,8.6765,1248.9,844.67,188680,0.073537,0.010932,0.00043573,0.000011268
303.85,158360,1248.9,8.6907,1249,844.78,188650,0.073524,0.010936,0.00043545,0.000011269
303.9,158630,1248.8,8.7048,1249,844.89,188620,0.07351,0.01094,0.00043517,0.000011271
303.95,158900,1248.6,8.719,1249.1,845,188600,0.073497,0.010944,0.00043489,0.000011273
304,159170,1248.5,8.7332,1249.2,845.11,188570,0.073484,0.010948,0.00043461,0.000011275
304.05,159440,1248.4,8.7474,1249.2,845.22,188540,0.07347,0.010951,0.00043433,0.000011277
304.1,159720,1248.3,8.7616,1249.3,845.33,188510,0.073457,0.010955,0.00043405,0.000011278
304.15,159990,1248.1,8.7758,1249.3,845.44,188490,0.073444,0.010959,0.00043377,0.00001128
304.2,160270,1248,8.7901,1249.4,845.56,188460,0.073431,0.010963,0.00043349,0.000011282
304.25,160540,1247.9,8.8043,1249.4,845.67,188430,0.073417,0.010967,0.00043321,0.000011284
304.3,160810,1247.8,8.8186,1249.5,845.78,188400,0.073404,0.010971,0.00043293,0.000011286
304.35,161090,1247.7,8.8329,1249.5,845.89,188380,0.073391,0.010975,0.00043266,0.000011287
304.4,161370,1247.5,8.8473,1249.6,846,188350,0.073377,0.010979,0.00043238,0.000011289
304.45,161640,1247.4,8.8616,1249.6,846.11,188320,0.073364,0.010982,0.0004321,0.000011291
304.5,161920,1247.3,8.876,1249.7,846.22,188290,0.073351,0.010986,0.00043182,0.000011293
304.55,162190,1247.2,8.8904,1249.7,846.34,188270,0.073338,0.01099,0.00043155,0.000011295
304.6,162470,1247,8.9047,1249.8,846.45,188240,0.073324,0.010994,0.00043127,0.000011297
304.65,162750,1246.9,8.9192,1249.9,846.56,188210,0.073311,0.010998,0.00043099,0.000011298
304.7,163030,1246.8,8.9336,1249.9,846.67,188180,0.073298,0.011002,0.00043072,0.0000113
304.75,163300,1246.7,8.9481,1250,846.78,188150,0.073285,0.011006,0.00043044,0.000011302
304.8,163580,1246.5,8.9625,1250,846.89,188130,0.073271,0.01101,0.00043016,0.000011304
304.85,163860,1246.4,8.977,1250.1,847.01,188100,0.073258,0.011014,0.00042989,0.000011306
304.9,164140,1246.3,8.9915,1250.1,847.12,188070,0.073245,0.011017,0.00042961,0.000011307
304.95,164420,1246.2,9.0061,1250.2,847.23,188040,0.073232,0.011021,0.00042934,0.000011309
305,164700,1246,9.0206,1250.2,847.34,188020,0.073218,0.011025,0.00042906,0.000011311
305.05,164980,1245.9,9.0352,1250.3,847.45,187990,0.073205,0.011029,0.00042879,0.000011313
305.1,165260,1245.8,9.0497,1250.3,847.56,187960,0.073192,0.011033,0.00042851,0.000011315
305.15,165540,1245.7,9.0643,1250.4,847.68,187930,0.073179,0.011037,0.00042824,0.000011316
305.2,165820,1245.6,9.079,1250.5,847.79,187910,0.073165,0.011041,0.00042796,0.000011318
305.25,166100,1245.4,9.0936,1250.5,847.9,187880,0.073152,0.011045,0.00042769,0.00001132
305.3,166390,1245.3,9.1083,1250.6,848.01,187850,0.073139,0.011049,0.00042742,0.000011322
305.35,166670,1245.2,9.1229,1250.6,848.13,187820,0.073126,0.011052,0.00042714,0.000011324
305.4,166950,1245.1,9.1376,1250.7,848.24,187800,0.073112,0.011056,0.00042687,0.000011326
305.45,167240,1244.9,9.1523,1250.7,848.35,187770,0.073099,0.01106,0.0004266,0.000011327
305.5,167520,1244.8,9.1671,1250.8,848.46,187740,0.073086,0.011064,0.00042632,0.000011329
305.55,167800,1244.7,9.1818,1250.8,848.58,187710,0.073073,0.011068,0.00042605,0.000011331
305.6,168090,1244.6,9.1966,1250.9,848.69,187680,0.07306,0.011072,0.00042578,0.000011333
305.65,168370,1244.4,9.2114,1250.9,848.8,187660,0.073046,0.011076,0.00042551,0.000011335
305.7,168660,1244.3,9.2262,1251,848.91,187630,0.073033,0.01108,0.00042524,0.000011336
305.75,168940,1244.2,9.241,1251.1,849.03,187600,0.07302,0.011084,0.00042496,0.000011338
305.8,169230,1244.1,9.2558,1251.1,849.14,187570,0.073007,0.011087,0.00042469,0.00001134
305.85,169510,1243.9,9.2707,1251.2,849.25,187550,0.072994,0.011091,0.00042442,0.000011342
305.9,169800,1243.8,9.2856,1251.2,849.36,187520,0.07298,0.011095,0.00042415,0.000011344
305.95,170090,1243.7,9.3005,1251.3,849.48,187490,0.072967,0.011099,0.00042388,0.000011345
306,170380,1243.6,9.3154,1251.3,849.59,187460,0.072954,0.011103,0.00042361,0.000011347
306.05,170660,1243.4,9.3303,1251.4,849.7,187430,0.072941,0.011107,0.00042334,0.000011349
306.1,170950,1243.3,9.3453,1251.4,849.82,187410,0.072928,0.011111,0.00042307,0.000011351
306.15,171240,1243.2,9.3603,1251.5,849.93,187380,0.072914,0.011115,0.0004228,0.000011353
306.2,171530,1243.1,9.3753,1251.6,850.04,187350,0.072901,0.011119,0.00042253,0.000011355
306.25,171820,1243,9.3903,1251.6,850.15,187320,0.072888,0.011123,0.00042226,0.000011356
306.3,172110,1242.8,9.4053,1251.7,850.27,187300,0.072875,0.011126,0.00042199,0.000011358
306.35,172400,1242.7,9.4204,1251.7,850.38,187270,0.072862,0.01113,0.00042172,0.00001136
306.4,172690,1242.6,9.4354,1251.8,850.49,187240,0.072849,0.011134,0.00042146,0.000011362
306.45,172980,1242.5,9.4505,1251.8,850.61,187210,0.072835,0.011138,0.00042119,0.000011364
306.5,173270,1242.3,9.4656,1251.9,850.72,187180,0.072822,0.011142,0.00042092,0.000011365
306.55,173560,1242.2,9.4807,1252,850.83,187160,0.072809,0.011146,0.00042065,0.000011367
306.6,173850,1242.1,9.4959,1252,850.95,187130,0.072796,0.01115,0.00042039,0.000011369
306.65,174140,1242,9.511,1252.1,851.06,187100,0.072783,0.011154,0.00042012,0.000011371
306.7,174440,1241.8,9.5262,1252.1,851.17,187070,0.07277,0.011158,0.00041985,0.000011373
306.75,174730,1241.7,9.5414,1252.2,851.29,187050,0.072756,0.011162,0.00041958,0.000011375
306.8,175020,1241.6,9.5566,1252.2,851.4,187020,0.072743,0.011165,0.00041932,0.000011376
306.85,175320,1241.5,9.5719,1252.3,851.52,186990,0.07273,0.011169,0.00041905,0.000011378
306.9,175610,1241.3,9.5871,1252.3,851.63,186960,0.072717,0.011173,0.00041879,0.00001138
306.95,175910,1241.2,9.6024,1252.4,851.74,186930,0.072704,0.011177,0.00041852,0.000011382
307,176200,1241.1,9.6177,1252.5,851.86,186910,0.072691,0.011181,0.00041825,0.000011384
307.05,176500,1241,9.633,1252.5,851.97,186880,0.072678,0.011185,0.00041799,0.000011385
307.1,176790,1240.8,9.6484,1252.6,852.08,186850,0.072664,0.011189,0.00041772,0.000011387
307.15,177090,1240.7,9.6637,1252.6,852.2,186820,0.072651,0.011193,0.00041746,0.000011389
307.2,177380,1240.6,9.6791,1252.7,852.31,186790,0.072638,0.011197,0.00041719,0.000011391
307.25,177680,1240.5,9.6945,1252.7,852.43,186770,0.072625,0.011201,0.00041693,0.000011393
307.3,177980,1240.3,9.7099,1252.8,852.54,186740,0.072612,0.011205,0.00041666,0.000011394
307.35,178280,1240.2,9.7253,1252.9,852.66,186710,0.072599,0.011208,0.0004164,0.000011396
307.4,178570,1240.1,9.7408,1252.9,852.77,186680,0.072586,0.011212,0.00041614,0.000011398
307.45,178870,1240,9.7562,1253,852.88,186660,0.072573,0.011216,0.00041587,0.0000114
307.5,179170,1239.8,9.7717,1253,853,186630,0.07256,0.01122,0.00041561,0.000011402
307.55,179470,1239.7,9.7872,1253.1,853.11,186600,0.072546,0.011224,0.00041535,0.000011404
307.6,179770,1239.6,9.8028,1253.1,853.23,186570,0.072533,0.011228,0.00041508,0.000011405
307.65,180070,1239.5,9.8183,1253.2,853.34,186540,0.07252,0.011232,0.00041482,0.000011407
307.7,180370,1239.3,9.8339,1253.3,853.46,186520,0.072507,0.011236,0.00041456,0.000011409
307.75,180670,1239.2,9.8494,1253.3,853.57,186490,0.072494,0.01124,0.0004143,0.000011411
307.8,180970,1239.1,9.865,1253.4,853.68,186460,0.072481,0.011244,0.00041403,0.000011413
307.85,181270,1239,9.8807,1253.4,853.8,186430,0.072468,0.011248,0.00041377,0.000011414
307.9,181570,1238.8,9.8963,1253.5,853.91,186400,0.072455,0.011252,0.00041351,0.000011416
307.95,181880,1238.7,9.912,1253.5,854.03,186380,0.072442,0.011255,0.00041325,0.000011418
308,182180,1238.6,9.9277,1253.6,854.14,186350,0.072429,0.011259,0.00041299,0.00001142
308.05,182480,1238.5,9.9434,1253.7,854.26,186320,0.072415,0.011263,0.00041273,0.000011422
308.1,182780,1238.3,9.9591,1253.7,854.37,186290,0.072402,0.011267,0.00041247,0.000011424
308.15,183090,1238.2,9.9748,1253.8,854.49,186260,0.072389,0.011271,0.00041221,0.000011425
308.2,183390,1238.1,9.9906,1253.8,854.6,186240,0.072376,0.011275,0.00041195,0.000011427
308.25,183700,1238,10.006,1253.9,854.72,186210,0.072363,0.011279,0.00041169,0.000011429
308.3,184000,1237.8,10.022,1254,854.83,186180,0.07235,0.011283,0.00041143,0.000011431
308.35,184310,1237.7,10.038,1254,854.95,186150,0.072337,0.011287,0.00041117,0.000011433
308.4,184610,1237.6,10.054,1254.1,855.06,186120,0.072324,0.011291,0.00041091,0.000011434
308.45,184920,1237.5,10.07,1254.1,855.18,186100,0.072311,0.011295,0.00041065,0.000011436
308.5,185230,1237.3,10.086,1254.2,855.29,186070,0.072298,0.011299,0.00041039,0.000011438
308.55,185530,1237.2,10.101,1254.2,855.41,186040,0.072285,0.011303,0.00041013,0.00001144
308.6,185840,1237.1,10.117,1254.3,855.53,186010,0.072272,0.011307,0.00040987,0.000011442
308.65,186150,1237,10.133,1254.4,855.64,185980,0.072259,0.01131,0.00040962,0.000011444
308.7,186460,1236.8,10.149,1254.4,855.76,185960,0.072246,0.011314,0.00040936,0.000011445
308.75,186760,1236.7,10.165,1254.5,855.87,185930,0.072233,0.011318,0.0004091,0.000011447
308.8,187070,1236.6,10.181,1254.5,855.99,185900,0.07222,0.011322,0.00040884,0.000011449
308.85,187380,1236.5,10.197,1254.6,856.1,185870,0.072207,0.011326,0.00040858,0.000011451
308.9,187690,1236.3,10.213,1254.7,856.22,185840,0.072194,0.01133,0.00040833,0.000011453
308.95,188000,1236.2,10.229,1254.7,856.33,185820,0.072181,0.011334,0.00040807,0.000011454
309,188310,1236.1,10.245,1254.8,856.45,185790,0.072168,0.011338,0.00040781,0.000011456
309.05,188620,1236,10.261,1254.8,856.57,185760,0.072154,0.011342,0.00040756,0.000011458
309.1,188930,1235.8,10.278,1254.9,856.68,185730,0.072141,0.011346,0.0004073,0.00001146
309.15,189240,1235.7,10.294,1255,856.8,185700,0.072128,0.01135,0.00040705,0.000011462
309.2,189560,1235.6,10.31,1255,856.91,185680,0.072115,0.011354,0.00040679,0.000011464
309.25,189870,1235.5,10.326,1255.1,857.03,185650,0.072102,0.011358,0.00040653,0.000011465
309.3,190180,1235.3,10.342,1255.1,857.15,185620,0.072089,0.011362,0.00040628,0.000011467
309.35,190500,1235.2,10.358,1255.2,857.26,185590,0.072076,0.011366,0.00040602,0.000011469
309.4,190810,1235.1,10.375,1255.3,857.38,185560,0.072063,0.01137,0.00040577,0.000011471
309.45,191120,1235,10.391,1255.3,857.49,185530,0.07205,0.011373,0.00040551,0.000011473
309.5,191440,1234.8,10.407,1255.4,857.61,185510,0.072037,0.011377,0.00040526,0.000011474
309.55,191750,1234.7,10.424,1255.4,857.73,185480,0.072024,0.011381,0.000405,0.000011476
309.6,192070,1234.6,10.44,1255.5,857.84,185450,0.072011,0.011385,0.00040475,0.000011478
309.65,192380,1234.5,10.456,1255.5,857.96,185420,0.071998,0.011389,0.0004045,0.00001148
309.7,192700,1234.3,10.473,1255.6,858.08,185390,0.071985,0.011393,0.00040424,0.000011482
309.75,193010,1234.2,10.489,1255.7,858.19,185370,0.071972,0.011397,0.00040399,0.000011484
309.8,193330,1234.1,10.505,1255.7,858.31,185340,0.071959,0.011401,0.00040374,0.000011485
309.85,193650,1234,10.522,1255.8,858.43,185310,0.071946,0.011405,0.00040348,0.000011487
309.9,193970,1233.8,10.538,1255.8,858.54,185280,0.071934,0.011409,0.00040323,0.000011489
309.95,194280,1233.7,10.555,1255.9,858.66,185250,0.071921,0.011413,0.00040298,0.000011491
310,194600,1233.6,10.571,1256,858.78,185220,0.071908,0.011417,0.00040273,0.000011493
310.01,194670,1233.6,10.574,1256,858.8,185220,0.071905,0.011418,0.00040268,0.000011493
310.02,194730,1233.5,10.578,1256,858.82,185210,0.071902,0.011418,0.00040262,0.000011493
310.03,194790,1233.5,10.581,1256,858.85,185210,0.0719,0.011419,0.00040257,0.000011494
310.04,194860,1233.5,10.584,1256,858.87,185200,0.071897,0.01142,0.00040252,0.000011494
310.05,194920,1233.5,10.588,1256,858.89,185200,0.071895,0.011421,0.00040247,0.000011495
310.06,194980,1233.4,10.591,1256,858.92,185190,0.071892,0.011422,0.00040242,0.000011495
310.07,195050,1233.4,10.594,1256.1,858.94,185190,0.071889,0.011422,0.00040237,0.000011495
310.08,195110,1233.4,10.597,1256.1,858.96,185180,0.071887,0.011423,0.00040232,0.000011496
310.09,195180,1233.4,10.601,1256.1,858.99,185170,0.071884,0.011424,0.00040227,0.000011496
310.1,195240,1233.3,10.604,1256.1,859.01,185170,0.071882,0.011425,0.00040222,0.000011496
310.11,195300,1233.3,10.607,1256.1,859.03,185160,0.071879,0.011426,0.00040217,0.000011497
310.12,195370,1233.3,10.611,1256.1,859.06,185160,0.071876,0.011426,0.00040212,0.000011497
310.13,195430,1233.3,10.614,1256.1,859.08,185150,0.071874,0.011427,0.00040207,0.000011497
310.14,195500,1233.2,10.617,1256.1,859.1,185150,0.071871,0.011428,0.00040202,0.000011498
310.15,195560,1233.2,10.621,1256.2,859.13,185140,0.071869,0.011429,0.00040197,0.000011498
310.16,195620,1233.2,10.624,1256.2,859.15,185130,0.071866,0.01143,0.00040192,0.000011499
310.17,195690,1233.2,10.627,1256.2,859.17,185130,0.071863,0.01143,0.00040187,0.000011499
310.18,195750,1233.1,10.631,1256.2,859.2,185120,0.071861,0.011431,0.00040182,0.000011499
310.19,195820,1233.1,10.634,1256.2,859.22,185120,0.071858,0.011432,0.00040177,0.0000115
310.2,195880,1233.1,10.637,1256.2,859.24,185110,0.071856,0.011433,0.00040172,0.0000115
310.21,195940,1233.1,10.64,1256.2,859.27,185110,0.071853,0.011433,0.00040167,0.0000115
310.22,196010,1233,10.644,1256.2,859.29,185100,0.071851,0.011434,0.00040162,0.000011501
310.23,196070,1233,10.647,1256.2,859.31,185100,0.071848,0.011435,0.00040157,0.000011501
310.24,196140,1233,10.65,1256.3,859.34,185090,0.071845,0.011436,0.00040152,0.000011501
310.25,196200,1233,10.654,1256.3,859.36,185080,0.071843,0.011437,0.00040147,0.000011502
310.26,196260,1232.9,10.657,1256.3,859.39,185080,0.07184,0.011437,0.00040142,0.000011502
310.27,196330,1232.9,10.66,1256.3,859.41,185070,0.071838,0.011438,0.00040137,0.000011503
310.28,196390,1232.9,10.664,1256.3,859.43,185070,0.071835,0.011439,0.00040132,0.000011503
310.29,196460,1232.9,10.667,1256.3,859.46,185060,0.071832,0.01144,0.00040127,0.000011503
310.3,196520,1232.8,10.67,1256.3,859.48,185060,0.07183,0.011441,0.00040122,0.000011504
310.31,196590,1232.8,10.674,1256.3,859.5,185050,0.071827,0.011441,0.00040117,0.000011504
310.32,196650,1232.8,10.677,1256.4,859.53,185040,0.071825,0.011442,0.00040112,0.000011504
310.33,196710,1232.8,10.68,1256.4,859.55,185040,0.071822,0.011443,0.00040107,0.000011505
310.34,196780,1232.7,10.684,1256.4,859.57,185030,0.071819,0.011444,0.00040102,0.000011505
310.35,196840,1232.7,10.687,1256.4,859.6,185030,0.071817,0.011445,0.00040097,0.000011505
310.36,196910,1232.7,10.69,1256.4,859.62,185020,0.071814,0.011445,0.00040091,0.000011506
