P_sat,T
446030,337.98
446150,337.99
446270,338
446390,338.01
446510,338.02
446630,338.03
446750,338.04
446870,338.05
446990,338.06
447110,338.07
447230,338.08
447350,338.09
447470,338.1
447590,338.11
447710,338.12
447830,338.13
447950,338.14
448070,338.15
448190,338.16
448310,338.17
448430,338.18
448550,338.19
448670,338.2
448790,338.21
448910,338.22
449030,338.23
449150,338.24
449270,338.25
449390,338.26
449520,338.27
449640,338.28
449760,338.29
449880,338.3
450000,338.31
450120,338.32
450240,338.33
450360,338.34
450480,338.35
450600,338.36
450720,338.37
450840,338.38
450960,338.39
451080,338.4
451210,338.41
451330,338.42
451450,338.43
451570,338.44
451690,338.45
451810,338.46
451930,338.47
452050,338.48
452170,338.49
452290,338.5
452420,338.51
452540,338.52
452660,338.53
452780,338.54
452900,338.55
453020,338.56
453140,338.57
453260,338.58
453390,338.59
453510,338.6
453630,338.61
453750,338.62
453870,338.63
453990,338.64
454110,338.65
454240,338.66
454360,338.67
454480,338.68
454600,338.69
454720,338.7
454840,338.71
454970,338.72
455090,338.73
455210,338.74
455330,338.75
455450,338.76
455570,338.77
455700,338.78
455820,338.79
455940,338.8
456060,338.81
456180,338.82
456310,338.83
456430,338.84
456550,338.85
456670,338.86
456790,338.87
456920,338.88
457040,338.89
457160,338.9
457280,338.91
457400,338.92
457530,338.93
457650,338.94
457770,338.95
457890,338.96
458020,338.97
458140,338.98
458260,338.99
458380,339
458500,339.01
458630,339.02
458750,339.03
458870,339.04
458990,339.05
459120,339.06
459240,339.07
459360,339.08
459480,339.09
459610,339.1
459730,339.11
459850,339.12
459970,339.13
460100,339.14
460220,339.15
460340,339.16
460470,339.17
460590,339.18
460710,339.19
460830,339.2
460960,339.21
461080,339.22
461200,339.23
461330,339.24
461450,339.25
461570,339.26
461690,339.27
461820,339.28
461940,339.29
462060,339.3
462190,339.31
462310,339.32
462430,339.33
462560,339.34
462680,339.35
462800,339.36
462930,339.37
463050,339.38
463170,339.39
463300,339.4
463420,339.41
463540,339.42
463670,339.43
463790,339.44
463910,339.45
464040,339.46
464160,339.47
464280,339.48
464410,339.49
464530,339.5
464650,339.51
464780,339.52
464900,339.53
465030,339.54
465150,339.55
465270,339.56
465400,339.57
465520,339.58
465640,339.59
465770,339.6
465890,339.61
466020,339.62
466140,339.63
466260,339.64
466390,339.65
466510,339.66
466640,339.67
466760,339.68
466880,339.69
467010,339.7
467130,339.71
467260,339.72
467380,339.73
467500,339.74
467630,339.75
467750,339.76
467880,339.77
468000,339.78
468130,339.79
468250,339.8
468370,339.81
468500,339.82
468620,339.83
468750,339.84
468870,339.85
469000,339.86
469120,339.87
469250,339.88
469370,339.89
469490,339.9
469620,339.91
469740,339.92
469870,339.93
469990,339.94
470120,339.95
470240,339.96
470370,339.97
470490,339.98
470620,339.99
470740,340
470870,340.01
470990,340.02
471120,340.03
471240,340.04
471370,340.05
471490,340.06
471620,340.07
471740,340.08
471870,340.09
471990,340.1
472120,340.11
472240,340.12
472370,340.13
472490,340.14
472620,340.15
472740,340.16
472870,340.17
472990,340.18
473120,340.19
473240,340.2
473370,340.21
473490,340.22
473620,340.23
473740,340.24
473870,340.25
474000,340.26
474120,340.27
474250,340.28
474370,340.29
474500,340.3
474620,340.31
474750,340.32
474870,340.33
475000,340.34
475130,340.35
475250,340.36
475380,340.37
475500,340.38
475630,340.39
475760,340.4
475880,340.41
476010,340.42
476130,340.43
476260,340.44
476380,340.45
476510,340.46
476640,340.47
476760,340.48
476890,340.49
477010,340.5
477140,340.51
477270,340.52
477390,340.53
477520,340.54
477650,340.55
477770,340.56
477900,340.57
478020,340.58
478150,340.59
478280,340.6
478400,340.61
478530,340.62
478660,340.63
478780,340.64
478910,340.65
479040,340.66
479160,340.67
479290,340.68
479420,340.69
479540,340.7
479670,340.71
479790,340.72
479920,340.73
480050,340.74
480170,340.75
480300,340.76
480430,340.77
480560,340.78
480680,340.79
480810,340.8
480940,340.81
481060,340.82
481190,340.83
481320,340.84
481440,340.85
481570,340.86
481700,340.87
481820,340.88
481950,340.89
482080,340.9
482210,340.91
482330,340.92
482460,340.93
482590,340.94
482710,340.95
482840,340.96
482970,340.97
483100,340.98
483220,340.99
483350,341
483480,341.01
483610,341.02
483730,341.03
483860,341.04
483990,341.05
484120,341.06
484240,341.07
484370,341.08
484500,341.09
484630,341.1
484750,341.11
484880,341.12
485010,341.13
485140,341.14
485260,341.15
485390,341.16
485520,341.17
485650,341.18
485780,341.19
485900,341.2
486030,341.21
486160,341.22
486290,341.23
486410,341.24
486540,341.25
486670,341.26
486800,341.27
486930,341.28
487050,341.29
487180,341.3
487310,341.31
487440,341.32
487570,341.33
487700,341.34
487820,341.35
487950,341.36
488080,341.37
488210,341.38
488340,341.39
488470,341.4
488590,341.41
488720,341.42
488850,341.43
488980,341.44
489110,341.45
489240,341.46
489360,341.47
489490,341.48
489620,341.49
489750,341.5
489880,341.51
490010,341.52
490140,341.53
490260,341.54
490390,341.55
490520,341.56
490650,341.57
490780,341.58
490910,341.59
491040,341.6
491170,341.61
491300,341.62
491420,341.63
491550,341.64
491680,341.65
491810,341.66
491940,341.67
492070,341.68
492200,341.69
492330,341.7
492460,341.71
492590,341.72
492710,341.73
492840,341.74
492970,341.75
493100,341.76
493230,341.77
493360,341.78
493490,341.79
493620,341.8
493750,341.81
493880,341.82
494010,341.83
494140,341.84
494270,341.85
494400,341.86
494530,341.87
494660,341.88
494790,341.89
494920,341.9
495040,341.91
495170,341.92
495300,341.93
495430,341.94
495560,341.95
495690,341.96
495820,341.97
495950,341.98
496080,341.99
496210,342
496340,342.01
496470,342.02
496600,342.03
496730,342.04
496860,342.05
496990,342.06
497120,342.07
497250,342.08
497380,342.09
497510,342.1
497640,342.11
497770,342.12
497900,342.13
498030,342.14
498160,342.15
498290,342.16
498420,342.17
498560,342.18
498690,342.19
498820,342.2
498950,342.21
499080,342.22
499210,342.23
499340,342.24
499470,342.25
499600,342.26
499730,342.27
499860,342.28
499990,342.29
500120,342.3
500250,342.31
500380,342.32
500510,342.33
500640,342.34
500770,342.35
500910,342.36
501040,342.37
501170,342.38
501300,342.39
501430,342.4
501560,342.41
501690,342.42
501820,342.43
501950,342.44
502080,342.45
502220,342.46
502350,342.47
502480,342.48
502610,342.49
502740,342.5
502870,342.51
503000,342.52
503130,342.53
503260,342.54
503400,342.55
503530,342.56
503660,342.57
503790,342.58
503920,342.59
504050,342.6
504180,342.61
504320,342.62
504450,342.63
504580,342.64
504710,342.65
504840,342.66
504970,342.67
505110,342.68
505240,342.69
505370,342.7
505500,342.71
505630,342.72
505760,342.73
505900,342.74
506030,342.75
506160,342.76
506290,342.77
506420,342.78
506550,342.79
506690,342.8
506820,342.81
506950,342.82
507080,342.83
507210,342.84
507350,342.85
507480,342.86
507610,342.87
507740,342.88
507880,342.89
508010,342.9
508140,342.91
508270,342.92
508400,342.93
508540,342.94
508670,342.95
508800,342.96
508930,342.97
509070,342.98
509200,342.99
509330,343
509460,343.01
509600,343.02
509730,343.03
509860,343.04
509990,343.05
510130,343.06
510260,343.07
510390,343.08
510520,343.09
510660,343.1
510790,343.11
510920,343.12
511060,343.13
511190,343.14
511320,343.15
511450,343.16
511590,343.17
511720,343.18
511850,343.19
511990,343.2
512120,343.21
512250,343.22
512380,343.23
512520,343.24
512650,343.25
512780,343.26
512920,343.27
513050,343.28
513180,343.29
513320,343.3
513450,343.31
513580,343.32
513720,343.33
513850,343.34
513980,343.35
514120,343.36
514250,343.37
514380,343.38
514520,343.39
514650,343.4
514780,343.41
514920,343.42
515050,343.43
515180,343.44
515320,343.45
515450,343.46
515590,343.47
515720,343.48
515850,343.49
515990,343.5
516120,343.51
516250,343.52
516390,343.53
516520,343.54
516660,343.55
516790,343.56
516920,343.57
517060,343.58
517190,343.59
517330,343.6
517460,343.61
517590,343.62
517730,343.63
517860,343.64
518000,343.65
518130,343.66
518270,343.67
518400,343.68
518530,343.69
518670,343.7
518800,343.71
518940,343.72
519070,343.73
519210,343.74
519340,343.75
519470,343.76
519610,343.77
519740,343.78
519880,343.79
520010,343.8
520150,343.81
520280,343.82
520420,343.83
520550,343.84
520690,343.85
520820,343.86
520950,343.87
521090,343.88
521220,343.89
521360,343.9
521490,343.91
521630,343.92
521760,343.93
521900,343.94
522030,343.95
522170,343.96
522300,343.97
522440,343.98
522570,343.99
522710,344
522840,344.01
522980,344.02
523110,344.03
523250,344.04
523380,344.05
523520,344.06
523650,344.07
523790,344.08
523930,344.09
524060,344.1
524200,344.11
524330,344.12
524470,344.13
524600,344.14
524740,344.15
524870,344.16
525010,344.17
525140,344.18
525280,344.19
525420,344.2
525550,344.21
525690,344.22
525820,344.23
525960,344.24
526090,344.25
526230,344.26
526370,344.27
526500,344.28
526640,344.29
526770,344.3
526910,344.31
527040,344.32
527180,344.33
527320,344.34
527450,344.35
527590,344.36
527720,344.37
527860,344.38
528000,344.39
528130,344.4
528270,344.41
528410,344.42
528540,344.43
528680,344.44
528810,344.45
528950,344.46
529090,344.47
529220,344.48
529360,344.49
529500,344.5
529630,344.51
529770,344.52
529900,344.53
530040,344.54
530180,344.55
530310,344.56
530450,344.57
530590,344.58
530720,344.59
530860,344.6
531000,344.61
531130,344.62
531270,344.63
531410,344.64
531540,344.65
531680,344.66
531820,344.67
531960,344.68
532090,344.69
532230,344.7
532370,344.71
532500,344.72
532640,344.73
532780,344.74
532910,344.75
533050,344.76
533190,344.77
533330,344.78
533460,344.79
533600,344.8
533740,344.81
533870,344.82
534010,344.83
534150,344.84
534290,344.85
534420,344.86
534560,344.87
534700,344.88
534840,344.89
534970,344.9
535110,344.91
535250,344.92
535390,344.93
535520,344.94
535660,344.95
535800,344.96
535940,344.97
536070,344.98
536210,344.99
536350,345
536490,345.01
536620,345.02
536760,345.03
536900,345.04
537040,345.05
537180,345.06
537310,345.07
537450,345.08
537590,345.09
537730,345.1
537870,345.11
538000,345.12
538140,345.13
538280,345.14
538420,345.15
538560,345.16
538690,345.17
538830,345.18
538970,345.19
539110,345.2
539250,345.21
539390,345.22
539520,345.23
539660,345.24
539800,345.25
539940,345.26
540080,345.27
540220,345.28
540350,345.29
540490,345.3
540630,345.31
540770,345.32
540910,345.33
541050,345.34
541190,345.35
541320,345.36
541460,345.37
541600,345.38
541740,345.39
541880,345.4
542020,345.41
542160,345.42
542300,345.43
542430,345.44
542570,345.45
542710,345.46
542850,345.47
542990,345.48
543130,345.49
543270,345.5
543410,345.51
543550,345.52
543690,345.53
543830,345.54
543960,345.55
544100,345.56
544240,345.57
544380,345.58
544520,345.59
544660,345.6
544800,345.61
544940,345.62
545080,345.63
545220,345.64
545360,345.65
545500,345.66
545640,345.67
545780,345.68
545920,345.69
546060,345.7
546190,345.71
546330,345.72
546470,345.73
546610,345.74
546750,345.75
546890,345.76
547030,345.77
547170,345.78
547310,345.79
547450,345.8
547590,345.81
547730,345.82
547870,345.83
548010,345.84
548150,345.85
548290,345.86
548430,345.87
548570,345.88
548710,345.89
548850,345.9
548990,345.91
549130,345.92
549270,345.93
549410,345.94
549550,345.95
549690,345.96
549830,345.97
549970,345.98
550110,345.99
550260,346
550400,346.01
550540,346.02
550680,346.03
550820,346.04
550960,346.05
551100,346.06
551240,346.07
551380,346.08
551520,346.09
551660,346.1
551800,346.11
551940,346.12
552080,346.13
552220,346.14
552360,346.15
552510,346.16
552650,346.17
552790,346.18
552930,346.19
553070,346.2
553210,346.21
553350,346.22
553490,346.23
553630,346.24
553770,346.25
553910,346.26
554060,346.27
554200,346.28
554340,346.29
554480,346.3
554620,346.31
554760,346.32
554900,346.33
555040,346.34
555190,346.35
555330,346.36
555470,346.37
555610,346.38
555750,346.39
555890,346.4
556030,346.41
556180,346.42
556320,346.43
556460,346.44
556600,346.45
556740,346.46
556880,346.47
557030,346.48
557170,346.49
557310,346.5
557450,346.51
557590,346.52
557730,346.53
557880,346.54
558020,346.55
558160,346.56
558300,346.57
558440,346.58
558590,346.59
558730,346.6
558870,346.61
559010,346.62
559150,346.63
559300,346.64
559440,346.65
559580,346.66
559720,346.67
559870,346.68
560010,346.69
560150,346.7
560290,346.71
560430,346.72
560580,346.73
560720,346.74
560860,346.75
561000,346.76
561150,346.77
561290,346.78
561430,346.79
561570,346.8
561720,346.81
561860,346.82
562000,346.83
562140,346.84
562290,346.85
562430,346.86
562570,346.87
562720,346.88
562860,346.89
563000,346.9
563140,346.91
563290,346.92
563430,346.93
563570,346.94
563720,346.95
563860,346.96
564000,346.97
564140,346.98
564290,346.99
564430,347
564570,347.01
564720,347.02
564860,347.03
565000,347.04
565150,347.05
565290,347.06
565430,347.07
565580,347.08
565720,347.09
565860,347.1
566010,347.11
566150,347.12
566290,347.13
566440,347.14
566580,347.15
566720,347.16
566870,347.17
567010,347.18
567160,347.19
567300,347.2
567440,347.21
567590,347.22
567730,347.23
567870,347.24
568020,347.25
568160,347.26
568300,347.27
568450,347.28
568590,347.29
568740,347.3
568880,347.31
569020,347.32
569170,347.33
569310,347.34
569460,347.35
569600,347.36
569740,347.37
569890,347.38
570030,347.39
570180,347.4
570320,347.41
570470,347.42
570610,347.43
570750,347.44
570900,347.45
571040,347.46
571190,347.47
571330,347.48
571480,347.49
571620,347.5
571770,347.51
571910,347.52
572050,347.53
572200,347.54
572340,347.55
572490,347.56
572630,347.57
572780,347.58
572920,347.59
573070,347.6
573210,347.61
573360,347.62
573500,347.63
573650,347.64
573790,347.65
573940,347.66
574080,347.67
574230,347.68
574370,347.69
574520,347.7
574660,347.71
574810,347.72
574950,347.73
575100,347.74
575240,347.75
575390,347.76
575530,347.77
575680,347.78
575820,347.79
575970,347.8
576110,347.81
576260,347.82
576400,347.83
576550,347.84
576690,347.85
576840,347.86
576990,347.87
577130,347.88
577280,347.89
577420,347.9
577570,347.91
577710,347.92
577860,347.93
578000,347.94
578150,347.95
578300,347.96
578440,347.97
578590,347.98
578730,347.99
578880,348
579030,348.01
579170,348.02
579320,348.03
579460,348.04
579610,348.05
579760,348.06
579900,348.07
580050,348.08
580190,348.09
580340,348.1
580490,348.11
580630,348.12
580780,348.13
580920,348.14
581070,348.15
581220,348.16
581360,348.17
581510,348.18
581660,348.19
581800,348.2
581950,348.21
582100,348.22
582240,348.23
582390,348.24
582530,348.25
582680,348.26
582830,348.27
582970,348.28
583120,348.29
583270,348.3
583410,348.31
583560,348.32
583710,348.33
583850,348.34
584000,348.35
584150,348.36
584300,348.37
584440,348.38
584590,348.39
584740,348.4
584880,348.41
585030,348.42
585180,348.43
585320,348.44
585470,348.45
585620,348.46
585770,348.47
585910,348.48
586060,348.49
586210,348.5
586350,348.51
586500,348.52
586650,348.53
586800,348.54
586940,348.55
587090,348.56
587240,348.57
587390,348.58
587530,348.59
587680,348.6
587830,348.61
587980,348.62
588120,348.63
588270,348.64
588420,348.65
588570,348.66
588710,348.67
588860,348.68
589010,348.69
589160,348.7
589310,348.71
589450,348.72
589600,348.73
589750,348.74
589900,348.75
590040,348.76
590190,348.77
590340,348.78
590490,348.79
590640,348.8
590780,348.81
590930,348.82
591080,348.83
591230,348.84
591380,348.85
591530,348.86
591670,348.87
591820,348.88
591970,348.89
592120,348.9
592270,348.91
592420,348.92
592560,348.93
592710,348.94
592860,348.95
593010,348.96
593160,348.97
593310,348.98
593460,348.99
593600,349
593750,349.01
593900,349.02
594050,349.03
594200,349.04
594350,349.05
594500,349.06
594650,349.07
594790,349.08
594940,349.09
595090,349.1
595240,349.11
595390,349.12
595540,349.13
595690,349.14
595840,349.15
595990,349.16
596130,349.17
596280,349.18
596430,349.19
596580,349.2
596730,349.21
596880,349.22
597030,349.23
597180,349.24
597330,349.25
597480,349.26
597630,349.27
597780,349.28
597930,349.29
598080,349.3
598230,349.31
598370,349.32
598520,349.33
598670,349.34
598820,349.35
598970,349.36
599120,349.37
599270,349.38
599420,349.39
599570,349.4
599720,349.41
599870,349.42
600020,349.43
600170,349.44
600320,349.45
600470,349.46
600620,349.47
600770,349.48
600920,349.49
601070,349.5
601220,349.51
601370,349.52
601520,349.53
601670,349.54
601820,349.55
601970,349.56
602120,349.57
602270,349.58
602420,349.59
602570,349.6
602720,349.61
602870,349.62
603020,349.63
603170,349.64
603320,349.65
603480,349.66
603630,349.67
603780,349.68
603930,349.69
604080,349.7
604230,349.71
604380,349.72
604530,349.73
604680,349.74
604830,349.75
604980,349.76
605130,349.77
605280,349.78
605430,349.79
605580,349.8
605740,349.81
605890,349.82
606040,349.83
606190,349.84
606340,349.85
606490,349.86
606640,349.87
606790,349.88
606940,349.89
607100,349.9
607250,349.91
607400,349.92
607550,349.93
607700,349.94
607850,349.95
608000,349.96
608150,349.97
608310,349.98
608460,349.99
608610,350
609370,350.05
610120,350.1
610880,350.15
611640,350.2
612400,350.25
613160,350.3
613930,350.35
614690,350.4
615450,350.45
616220,350.5
616980,350.55
617750,350.6
618510,350.65
619280,350.7
620050,350.75
620820,350.8
621580,350.85
622350,350.9
623120,350.95
623900,351
624670,351.05
625440,351.1
626210,351.15
626990,351.2
627760,351.25
628540,351.3
629310,351.35
630090,351.4
630870,351.45
631650,351.5
632430,351.55
633200,351.6
633990,351.65
634770,351.7
635550,351.75
636330,351.8
637110,351.85
637900,351.9
638680,351.95
639470,352
640260,352.05
641040,352.1
641830,352.15
642620,352.2
643410,352.25
644200,352.3
644990,352.35
645780,352.4
646570,352.45
647360,352.5
648160,352.55
648950,352.6
649750,352.65
650540,352.7
651340,352.75
652140,352.8
652930,352.85
653730,352.9
654530,352.95
655330,353
656130,353.05
656930,353.1
657740,353.15
658540,353.2
659340,353.25
660150,353.3
660950,353.35
661760,353.4
662570,353.45
663370,353.5
664180,353.55
664990,353.6
665800,353.65
666610,353.7
667420,353.75
668230,353.8
669050,353.85
669860,353.9
670670,353.95
671490,354
672300,354.05
673120,354.1
673940,354.15
674760,354.2
675570,354.25
676390,354.3
677210,354.35
678030,354.4
678860,354.45
679680,354.5
680500,354.55
681330,354.6
682150,354.65
682980,354.7
683800,354.75
684630,354.8
685460,354.85
686280,354.9
687110,354.95
687940,355
688770,355.05
689600,355.1
690440,355.15
691270,355.2
692100,355.25
692940,355.3
693770,355.35
694610,355.4
695440,355.45
696280,355.5
697120,355.55
697960,355.6
698800,355.65
699640,355.7
700480,355.75
701320,355.8
702160,355.85
703010,355.9
703850,355.95
704700,356
705540,356.05
706390,356.1
707240,356.15
708080,356.2
708930,356.25
709780,356.3
710630,356.35
711480,356.4
712330,356.45
713190,356.5
714040,356.55
714890,356.6
715750,356.65
716600,356.7
717460,356.75
718320,356.8
719180,356.85
720030,356.9
720890,356.95
721750,357
722620,357.05
723480,357.1
724340,357.15
725200,357.2
726070,357.25
726930,357.3
727800,357.35
728660,357.4
729530,357.45
730400,357.5
731270,357.55
732140,357.6
733010,357.65
733880,357.7
734750,357.75
735620,357.8
736500,357.85
737370,357.9
738240,357.95
739120,358
740000,358.05
740870,358.1
741750,358.15
742630,358.2
743510,358.25
744390,358.3
745270,358.35
746150,358.4
747040,358.45
747920,358.5
748800,358.55
749690,358.6
750570,358.65
751460,358.7
752350,358.75
753240,358.8
754120,358.85
755010,358.9
755910,358.95
756800,359
757690,359.05
758580,359.1
759470,359.15
760370,359.2
761260,359.25
762160,359.3
763060,359.35
763950,359.4
764850,359.45
765750,359.5
766650,359.55
767550,359.6
768450,359.65
769360,359.7
770260,359.75
771160,359.8
772070,359.85
772970,359.9
773880,359.95
774790,360
775700,360.05
776600,360.1
777510,360.15
778420,360.2
779340,360.25
780250,360.3
781160,360.35
782070,360.4
782990,360.45
783900,360.5
784820,360.55
785740,360.6
786650,360.65
787570,360.7
788490,360.75
789410,360.8
790330,360.85
791250,360.9
792170,360.95
793100,361
794020,361.05
794950,361.1
795870,361.15
796800,361.2
797720,361.25
798650,361.3
799580,361.35
800510,361.4
801440,361.45
802370,361.5
803300,361.55
804240,361.6
805170,361.65
806110,361.7
807040,361.75
807980,361.8
808910,361.85
809850,361.9
810790,361.95
811730,362
812670,362.05
813610,362.1
814550,362.15
815490,362.2
816440,362.25
817380,362.3
818330,362.35
819270,362.4
820220,362.45
821170,362.5
822120,362.55
823060,362.6
824010,362.65
824960,362.7
825920,362.75
826870,362.8
827820,362.85
828780,362.9
829730,362.95
830690,363
831640,363.05
832600,363.1
833560,363.15
834520,363.2
835480,363.25
836440,363.3
837400,363.35
838360,363.4
839320,363.45
840290,363.5
841250,363.55
842220,363.6
843190,363.65
844150,363.7
845120,363.75
846090,363.8
847060,363.85
848030,363.9
849000,363.95
849970,364
850950,364.05
851920,364.1
852900,364.15
853870,364.2
854850,364.25
855820,364.3
856800,364.35
857780,364.4
858760,364.45
859740,364.5
860720,364.55
861710,364.6
862690,364.65
863670,364.7
864660,364.75
865640,364.8
866630,364.85
867620,364.9
868600,364.95
869590,365
870580,365.05
871570,365.1
872570,365.15
873560,365.2
874550,365.25
875550,365.3
876540,365.35
877540,365.4
878530,365.45
879530,365.5
880530,365.55
881530,365.6
882530,365.65
883530,365.7
884530,365.75
885530,365.8
886540,365.85
887540,365.9
888550,365.95
889550,366
890560,366.05
891570,366.1
892570,366.15
893580,366.2
894590,366.25
895600,366.3
896620,366.35
897630,366.4
898640,366.45
899660,366.5
900670,366.55
901690,366.6
902710,366.65
903720,366.7
904740,366.75
905760,366.8
906780,366.85
907800,366.9
908830,366.95
909850,367
910870,367.05
911900,367.1
912920,367.15
913950,367.2
914980,367.25
916010,367.3
917030,367.35
918060,367.4
919100,367.45
920130,367.5
921160,367.55
922190,367.6
923230,367.65
924260,367.7
925300,367.75
926340,367.8
927370,367.85
928410,367.9
929450,367.95
930490,368
931530,368.05
932580,368.1
933620,368.15
934660,368.2
935710,368.25
936750,368.3
937800,368.35
938850,368.4
939890,368.45
940940,368.5
941990,368.55
943040,368.6
944100,368.65
945150,368.7
946200,368.75
947260,368.8
948310,368.85
949370,368.9
950420,368.95
951480,369
952540,369.05
953600,369.1
954660,369.15
955720,369.2
956790,369.25
957850,369.3
958910,369.35
959980,369.4
961040,369.45
962110,369.5
963180,369.55
964250,369.6
965320,369.65
966390,369.7
967460,369.75
968530,369.8
969600,369.85
970680,369.9
971750,369.95
972830,370
973900,370.05
974980,370.1
976060,370.15
977140,370.2
978220,370.25
979300,370.3
980380,370.35
981460,370.4
982550,370.45
983630,370.5
984720,370.55
985800,370.6
986890,370.65
987980,370.7
989070,370.75
990160,370.8
991250,370.85
992340,370.9
993430,370.95
994530,371
995620,371.05
996720,371.1
997810,371.15
998910,371.2
1000000,371.25
1001100,371.3
1002200,371.35
1003300,371.4
1004400,371.45
1005500,371.5
1006600,371.55
1007700,371.6
1008800,371.65
1009900,371.7
1011000,371.75
1012100,371.8
1013300,371.85
1014400,371.9
1015500,371.95
1016600,372
1017700,372.05
1018800,372.1
1019900,372.15
1021000,372.2
1022200,372.25
1023300,372.3
1024400,372.35
1025500,372.4
1026600,372.45
1027800,372.5
1028900,372.55
1030000,372.6
1031100,372.65
1032200,372.7
1033400,372.75
1034500,372.8
1035600,372.85
1036800,372.9
1037900,372.95
1039000,373
1040100,373.05
1041300,373.1
1042400,373.15
1043500,373.2
1044700,373.25
1045800,373.3
1046900,373.35
1048100,373.4
1049200,373.45
1050400,373.5
1051500,373.55
1052600,373.6
1053800,373.65
1054900,373.7
1056100,373.75
1057200,373.8
1058400,373.85
1059500,373.9
1060700,373.95
1061800,374
1063000,374.05
1064100,374.1
1065300,374.15
1066400,374.2
1067600,374.25
1068700,374.3
1069900,374.35
1071000,374.4
1072200,374.45
1073300,374.5
1074500,374.55
1075700,374.6
1076800,374.65
1078000,374.7
1079100,374.75
1080300,374.8
1081500,374.85
1082600,374.9
1083800,374.95
1085000,375
1086100,375.05
1087300,375.1
1088500,375.15
1089600,375.2
1090800,375.25
1092000,375.3
1093200,375.35
1094300,375.4
1095500,375.45
1096700,375.5
1097900,375.55
1099000,375.6
1100200,375.65
1101400,375.7
1102600,375.75
1103800,375.8
1105000,375.85
1106100,375.9
1107300,375.95
1108500,376
1109700,376.05
1110900,376.1
1112100,376.15
1113300,376.2
1114500,376.25
1115600,376.3
1116800,376.35
1118000,376.4
1119200,376.45
1120400,376.5
1121600,376.55
1122800,376.6
1124000,376.65
1125200,376.7
1126400,376.75
1127600,376.8
1128800,376.85
1130000,376.9
1131200,376.95
1132400,377
1133600,377.05
1134800,377.1
1136100,377.15
1137300,377.2
1138500,377.25
1139700,377.3
1140900,377.35
1142100,377.4
1143300,377.45
1144500,377.5
1145800,377.55
1147000,377.6
1148200,377.65
1149400,377.7
1150600,377.75
1151800,377.8
1153100,377.85
1154300,377.9
1155500,377.95
1156700,378
1158000,378.05
1159200,378.1
1160400,378.15
1161600,378.2
1162900,378.25
1164100,378.3
1165300,378.35
1166600,378.4
1167800,378.45
1169000,378.5
1170300,378.55
1171500,378.6
1172700,378.65
1174000,378.7
1175200,378.75
1176500,378.8
1177700,378.85
1178900,378.9
1180200,378.95
1181400,379
1182700,379.05
1183900,379.1
1185200,379.15
1186400,379.2
1187700,379.25
1188900,379.3
1190200,379.35
1191400,379.4
1192700,379.45
1193900,379.5
1195200,379.55
1196400,379.6
1197700,379.65
1199000,379.7
1200200,379.75
1201500,379.8
1202700,379.85
1204000,379.9
1205300,379.95
1206500,380
1207800,380.05
1209100,380.1
1210300,380.15
1211600,380.2
1212900,380.25
1214100,380.3
1215400,380.35
1216700,380.4
1217900,380.45
1219200,380.5
1220500,380.55
1221800,380.6
1223000,380.65
1224300,380.7
1225600,380.75
1226900,380.8
1228200,380.85
1229400,380.9
1230700,380.95
1232000,381
1233300,381.05
1234600,381.1
1235900,381.15
1237200,381.2
1238400,381.25
1239700,381.3
1241000,381.35
1242300,381.4
1243600,381.45
1244900,381.5
1246200,381.55
1247500,381.6
1248800,381.65
1250100,381.7
1251400,381.75
1252700,381.8
1254000,381.85
1255300,381.9
1256600,381.95
1257900,382
1259200,382.05
1260500,382.1
1261800,382.15
1263100,382.2
1264400,382.25
1265700,382.3
1267100,382.35
1268400,382.4
1269700,382.45
1271000,382.5
1272300,382.55
1273600,382.6
1274900,382.65
1276300,382.7
1277600,382.75
1278900,382.8
1280200,382.85
1281500,382.9
1282900,382.95
1284200,383
1285500,383.05
1286800,383.1
1288200,383.15
1289500,383.2
1290800,383.25
1292200,383.3
1293500,383.35
1294800,383.4
1296200,383.45
1297500,383.5
1298800,383.55
1300200,383.6
1301500,383.65
1302800,383.7
1304200,383.75
1305500,383.8
1306900,383.85
1308200,383.9
1309600,383.95
1310900,384
1312200,384.05
1313600,384.1
1314900,384.15
1316300,384.2
1317600,384.25
1319000,384.3
1320300,384.35
1321700,384.4
1323100,384.45
1324400,384.5
1325800,384.55
1327100,384.6
1328500,384.65
1329800,384.7
1331200,384.75
1332600,384.8
1333900,384.85
1335300,384.9
1336700,384.95
1338000,385
1339400,385.05
1340800,385.1
1342100,385.15
1343500,385.2
1344900,385.25
1346200,385.3
1347600,385.35
1349000,385.4
1350400,385.45
1351700,385.5
1353100,385.55
1354500,385.6
1355900,385.65
1357300,385.7
1358600,385.75
1360000,385.8
1361400,385.85
1362800,385.9
1364200,385.95
1365600,386
1367000,386.05
1368300,386.1
1369700,386.15
1371100,386.2
1372500,386.25
1373900,386.3
1375300,386.35
1376700,386.4
1378100,386.45
1379500,386.5
1380900,386.55
1382300,386.6
1383700,386.65
1385100,386.7
1386500,386.75
1387900,386.8
1389300,386.85
1390700,386.9
1392100,386.95
1393500,387
1394900,387.05
1396400,387.1
1397800,387.15
1399200,387.2
1400600,387.25
1402000,387.3
1403400,387.35
1404800,387.4
1406300,387.45
1407700,387.5
1409100,387.55
1410500,387.6
1411900,387.65
1413400,387.7
1414800,387.75
1416200,387.8
1417600,387.85
1419100,387.9
1420500,387.95
1421900,388
1423400,388.05
1424800,388.1
